Freq.	Cap.	Loss	Voltage	Time
1200.0	4.830	0.2080	0.100	02-09-2019-14:20:15
1600.0	4.71344	0.18309	0.100	02-09-2019-14:20:16
1600.0	4.71356	0.18307	0.100	02-09-2019-14:20:16
1600.0	4.71378	0.18306	0.100	02-09-2019-14:20:17
1600.0	4.71350	0.183074	0.100	02-09-2019-14:20:18
2000.0	4.63250	0.16620	0.100	02-09-2019-14:20:18
2000.0	4.63266	0.16618	0.100	02-09-2019-14:20:19
2000.0	4.6326	0.16621	0.100	02-09-2019-14:20:20
2000.0	4.6328	0.16622	0.100	02-09-2019-14:20:20
2400.0	4.57223	0.15388	0.100	02-09-2019-14:20:21
2400.0	4.57240	0.153844	0.100	02-09-2019-14:20:22
2400.0	4.57241	0.15387	0.100	02-09-2019-14:20:22
2400.0	4.57225	0.153859	0.100	02-09-2019-14:20:23
3200.0	4.48411	0.136350	0.100	02-09-2019-14:20:24
3200.0	4.48419	0.136358	0.100	02-09-2019-14:20:24
3200.0	4.48419	0.13636	0.100	02-09-2019-14:20:25
3200.0	4.48415	0.13636	0.100	02-09-2019-14:20:26
4000.0	4.42281	0.12448	0.100	02-09-2019-14:20:26
4000.0	4.4229	0.12446	0.100	02-09-2019-14:20:27
4000.0	4.42291	0.12448	0.100	02-09-2019-14:20:28
4000.0	4.42281	0.12449	0.100	02-09-2019-14:20:28
5000.0	4.36639	0.11385	0.100	02-09-2019-14:20:29
5000.0	4.36667	0.11385	0.100	02-09-2019-14:20:30
5000.0	4.36636	0.11382	0.100	02-09-2019-14:20:30
5000.0	4.3663	0.11385	0.100	02-09-2019-14:20:31
6000.0	4.323	0.1064	0.100	02-09-2019-14:20:32
6000.0	4.325	0.1057	0.100	02-09-2019-14:20:32
6000.0	4.325	0.1055	0.100	02-09-2019-14:20:33
6000.0	4.325	0.1055	0.100	02-09-2019-14:20:34
8000.0	4.2625	0.09486	0.100	02-09-2019-14:20:35
8000.0	4.2622	0.09490	0.100	02-09-2019-14:20:35
8000.0	4.2621	0.09493	0.100	02-09-2019-14:20:36
8000.0	4.2624	0.09493	0.100	02-09-2019-14:20:37
10000.0	4.2188	0.08724	0.100	02-09-2019-14:20:37
10000.0	4.2186	0.08729	0.100	02-09-2019-14:20:38
10000.0	4.21899	0.087293	0.100	02-09-2019-14:20:38
10000.0	4.2189	0.08729	0.100	02-09-2019-14:20:39
12000.0	4.1862	0.08160	0.100	02-09-2019-14:20:40
12000.0	4.1858	0.08162	0.100	02-09-2019-14:20:40
12000.0	4.18581	0.08161	0.100	02-09-2019-14:20:41
12000.0	4.18589	0.081647	0.100	02-09-2019-14:20:42
16000.0	4.1379	0.0736	0.100	02-09-2019-14:20:42
16000.0	4.1377	0.07363	0.100	02-09-2019-14:20:43
16000.0	4.1379	0.0736	0.100	02-09-2019-14:20:44
16000.0	4.1379	0.0736	0.100	02-09-2019-14:20:44
20000.0	4.10387	0.06801	0.100	02-09-2019-14:20:45
20000.0	4.10397	0.06803	0.100	02-09-2019-14:20:46
20000.0	4.10411	0.06807	0.100	02-09-2019-14:20:46
20000.0	4.10401	0.06803	0.100	02-09-2019-14:20:47
